LKP_ID	LKP_GRP_ID	LKP_DESC_A	LKP_DESC_B
16327	142	0002UG3Environment	
16328	142	0002UG3Line Damage	
16329	142	0002UG3Marine Growth	
16330	142	0002UG3Stabilisation	
16331	142	0002UG3Status Check	
16332	142	0002UG4Debris	
16333	142	0002UMBAdd Feature	
16334	142	0002UMBCoatings	
16335	142	0002UMBDebris	
16336	142	0002UMBLine Damage	
16337	142	0002UT11Add Feature	
16338	142	0002UT11CP Reading	
16339	142	0002UT11Status Check	
16340	142	0002UT12Crossing	
16341	142	0002UT13Add Feature	
16342	142	0002UT13Anode	
16343	142	0002UT13Burial	
16344	142	0002UT13CP Reading	
16345	142	0002UT13Debris	
16346	142	0002UT13Line Damage	
16347	142	0002UT21Add Feature	
16348	142	0002UT21Anode	
16349	142	0002UT21Bolted Item	
16350	142	0002UT21CP Reading	
16351	142	0002UT21Debris	
16352	142	0002UT21Displacement	
16353	142	0002UT22Crossing	
16354	142	0002UT22Debris	
16355	142	0002UT23Anode	
16356	142	0002UT23Berm	
16357	142	0002UT23Burial	
16358	142	0002UT23Continuity Strap	
16359	142	0002UT23CP Reading	
16360	142	0002UT23Debris	
16361	142	0002UT23Displacement	
16362	142	0002UT23Line Damage	
16363	142	0002UT23Stabilisation	
16364	142	0002UT23Status Check	
16365	142	0002UTJ1Add Feature	
16366	142	0002UTJ1Ad-Hoc Work	
16367	142	0002UTJ1Anode	
16368	142	0002UTJ1CP Reading	
16369	142	0002UTJ1Debris	
16370	142	0002UTJ1Line Damage	
16371	142	0002UTJ1Status Check	
16372	142	0002UTJ2CP Reading	
16373	142	0002UTJ2Line Damage	
16374	142	0002UTJ2Status Check	
16375	142	0002WHJSAdd Feature	
16376	142	0002WHJSLine Damage	
16377	142	0002WHJSStatus Check	
16378	142	0002XMASAnode	
16379	142	0002XMASCoatings	
16380	142	0002XMASCP Reading	
16381	142	0002XMASDebris	
16382	142	0002XMASLeak	
16383	142	0002XMASMarine Growth	
16384	142	0002XMASStatus Check	
16385	142	0002XMASStruct Scour	
16386	142	0013Add Feature	2004 Add Feature Event
16387	142	0013Ad-Hoc Work	2004 Ad-Hoc Work Event
16388	142	0013Anode	2004 Anode Event
16389	142	0013Anomaly	2004 Anomaly Event
16390	142	0013Berm	2004 Berm Event
16391	142	0013Bolted Item	2004 Bolted Item Event
16392	142	0013Burial	2004 Burial Event
16393	142	0013Cleaning	2004 Cleaning Event
16394	142	0013Coatings	2004 Coatings Event
16395	142	0013Continuity Strap	2004 Continuity Strap Event
16396	142	0013Corrosion	2004 Corrosion Event
16397	142	0013CP Reading	2004 CP Reading Event
16398	142	0013Crossing	2004 Crossing Event
16399	142	0013Debris	2004 Debris Event
16400	142	0013Displacement	2004 Displacement Event
16401	142	0013Environment	2004 Environment Event
16402	142	0013Line Damage	2004 Line Damage Event
16403	142	0013Marine Growth	2004 Marine Growth Event
16404	142	0013Span	2004 Span Event
16405	142	0013Stabilisation	2004 Stabilisation Event
16406	142	0013Status Check	2004 Status Check Event
16407	142	0013Struct Scour	2004 Structural Scour Event
16408	142	0013Weld CVI	2004 Weld CVI Event
16409	142	0021Add Feature	2005 Add Feature Event
16410	142	0021Ad-Hoc Work	2005 Ad-Hoc Work Event
16411	142	0021Anode	2005 Anode Event
16412	142	0021Anomaly	2005 Anomaly Event
16413	142	0021Berm	2005 Berm Event
16414	142	0021Bolted Item	2005 Bolted Item Event
16415	142	0021Burial	2005 Burial Event
16416	142	0021Coatings	2005 Coatings Event
16417	142	0021Continuity Strap	2005 Continuity Strap Event
16418	142	0021Corrosion	2005 Corrosion Event
16419	142	0021CP Reading	2005 CP Reading Event
16420	142	0021Crossing	2005 Crossing Event
16421	142	0021Damage	2005 Damage Event
16422	142	0021Debris	2005 Debris Event
16423	142	0021Displacement	2005 Displacement Event
16424	142	0021Environment	2005 Environment Event
16425	142	0021Grout Bag	2005 Grout Bag Event
16426	142	0021Marine Growth	2005 Marine Growth Event
16427	142	0021Span	2005 Span Event
16428	142	0021Stabilisation	2005 Stabilisation Event
16429	142	0021Status Check	2005 Status Check Event
16430	142	0021Struct Scour	2005 Structural Scour Event
16431	142	0027Add Feature	2006 Add Feature Event
16432	142	0027Ad-Hoc Work	2006 Ad-Hoc Work Event
16433	142	0027Anode	2006 Anode Event
16434	142	0027Anomaly	2006 Anomaly Event
16435	142	0027Berm	2006 Berm Event
16436	142	0027Bolted Item	2006 Bolted Item Event
16437	142	0027Burial	2006 Burial Event
16438	142	0027Cleaning	2006 Cleaning Event
16439	142	0027Coatings	2006 Coatings Event
16440	142	0027Continuity Strap	2006 Continuity Strap Event
16441	142	0027Corrosion	2006 Corrosion Event
16442	142	0027CP Reading	2006 CP Reading Event
16443	142	0027Crossing	2006 Crossing Event
16444	142	0027Damage	2006 Damage Event
16445	142	0027Debris	2006 Debris Event
16446	142	0027Displacement	2006 Displacement Event
16447	142	0027Environment	2006 Environment Event
16448	142	0027Leak	2006 Leak Event
16449	142	0027Marine Growth	2006 Marine Growth Event
16450	142	0027Span	2006 Span Event
16451	142	0027Stabilisation	2006 Stabilisation Event
16452	142	0027Status Check	2006 Status Check Event
16453	142	0027Struct Scour	2006 Structural Scour Event
16454	142	0030Add Feature	2007 Add Feature Event
16455	142	0030Ad-Hoc Work	2007 Ad-Hoc Work Event
16456	142	0030Anode	2007 Anode Event
16457	142	0030Berm	2007 Berm Event
16458	142	0030Bolted Item	2007 Bolted Item Event
16459	142	0030Burial	2007 Burial Event
16460	142	0030Cleaning	2007 Cleaning Event
16461	142	0030Coatings	2007 Coatings Event
16462	142	0030Component Summary	2007 Component Summary Event
16463	142	0030Continuity Strap	2007 Continuity Strap Event
16464	142	0030Corrosion	2007 Corrosion Event
16465	142	0030CP Reading	2007 CP Reading Event
16466	142	0030Crossing	2007 Crossing Event
16467	142	0030Damage	2007 Damage Event
16468	142	0030Debris	2007 Debris Event
16469	142	0030Displacement	2007 Displacement Event
16470	142	0030Environment	2007 Environment Event
16471	142	0030Leak	2007 Leak Event
16472	142	0030Marine Growth	2007 Marine Growth Event
16473	142	0030Span	2007 Span Event
16474	142	0030Stabilisation	2007 Stabilisation Event
16475	142	0030Status Check	2007 Status Check Event
16476	142	0030Struct Scour	2007 Structural Scour Event
16477	142	0031Add Feature	2008 Add Feature Event
16478	142	0031Ad-Hoc Work	2008 Ad-Hoc Work Event
16479	142	0031Anode	2008 Anode Event
16480	142	0031Anomaly	2008 Anomaly Event
16481	142	0031Berm	2008 Berm Event
16482	142	0031Bolted Item	2008 Bolted Item Event
16483	142	0031Burial	2008 Burial Event
16484	142	0031Coatings	2008 Coatings Event
16485	142	0031Continuity Strap	2008 Continuity Strap Event
16486	142	0031Corrosion	2008 Corrosion Event
16487	142	0031CP Reading	2008 CP Reading Event
16488	142	0031Crossing	2008 Crossing Event
16489	142	0031Damage	2008 Damage Event
16490	142	0031Debris	2008 Debris Event
16491	142	0031Displacement	2008 Displacement Event
16492	142	0031Environment	2008 Environment Event
16493	142	0031Leak	2008 Leak Event
16494	142	0031Marine Growth	2008 Marine Growth Event
16495	142	0031Span	2008 Span Event
16496	142	0031Stabilisation	2008 Stabilisation Event
16497	142	0031Status Check	2008 Status Check Event
16498	142	0031Struct Scour	2008 Structural Scour Event
16499	142	A020007	
16500	142	CALM NEW	New CALM Buoy Photos
16501	142	ANOMLINKPIC	IMSA\Photos\Anomlink
16502	142	CALM	
16503	142	CALM 2003Q4	
16504	142	CALM20003Q4	
16505	142	CALM2003Q1	
16506	142	CGS	
16507	142	CGSJT	
16508	142	CGSRS	
16509	142	CGSS1	
16510	142	CGSS2	
16511	142	CGSS3	
16512	142	CGSS4	
16513	142	FHOSE 2003Q4	
16514	142	GEP2002	
16515	142	LANDFALL	
16516	142	OS	
16517	142	PGEN	
16518	142	PLEM	IMSA\Photos\PLEM
16519	142	PLES	
16520	142	PLM2003	
16521	142	SR	
16522	142	SSIV	
16523	142	SSMA	
16524	142	SSPS	
16525	142	TOOLING	
16526	142	TPF1_2003	
16527	142	VALVES	
16528	142	ANOMLINKDWG	
16529	142	CALM	
16530	142	CEP	IMSA\drawings\CEP
16531	142	CGS	IMSA\drawings\CGS
16532	142	IMSA DWGS	IMSA\Drawings
16533	142	GEP	
16534	142	LINK	
16535	142	MISC	
16536	142	PDF	
16537	142	PLEM	IMSA\Drawings\PLEM
16538	142	PLES	IMSA\Drawings\PLES
16539	142	RISER	IMSA\Drawings\Riser
16540	142	SSIV	IMSA\Drawings\SSIV
16541	142	SSMA	IMSA\Drawings\SSMA
16542	142	SSPS	
16543	142	TPFL	
16544	142	TSR	
16545	142	2003WS	
16546	142	ALLDOC	IMSA Documents
16547	142	AN	
16548	142	ANOMLINKDOC	IMSA\Docs\AnomLink
16549	142	CGS	IMSA\DOCS\CGS
16550	142	COATMAT	
16551	142	COVDOC	Covus Document register
16552	142	CPSPROC	
16553	142	EAN	
16554	142	FR	
16555	142	C96TD4012	Front End Engineering Design Dossier
16556	142	MOORING	
16557	142	NDE	
16558	142	Onshore Procedures	IMSA\Docs\Onshore
16559	142	2005 Span Report JPK	2005 Span Report JPK
16560	142	RBI	IMSAa\Docs\rbireport
16561	142	IMSA DOCS	IMSA\Docs
16562	142	RBI2004	IMSA\Docs\RBI2004
16563	142	RPT08	IMSA\Docs\2008 Reports
16564	142	SR	IMSA\Docs\SpanRect
16565	142	TSR	IMSA\Docs\TSR
16566	142	LLAREA	
16567	142	LLHREF	Livelink Document Path
16568	142	LLHREFR	Livelink Document Path
16569	178	1	As Laid
16570	178	2	Annual
16571	178	3	Ad Hoc
16572	178	4	Intervention
16573	179	C2009	2009 Campaign
16574	179	C2010	2010 Campaign
16578	142	LDPATHK	Livelink Document Path
16579	176	DA	Data Issue
16584	142	Rosen	IMSA\Docs\ROSEN\Reports
16589	139	AB	As Built
16590	140	ABH	As Built - Hydrotest
16591	142	AS	Pipeline 06\Allseas\IC-CD-00473\BOOK 25
16592	140	FAB	Fabrication
16598	140	CERT	Certificates/Mills
16599	142	MT	Material Certificates
16600	142	New Code	New Description
16601	142	TN	Technical Notes
16602	142	COM	2009 Marine Growth
17000	182	TEE	Tee Junction
17001	182	RED	Reducer
17002	182	ST	Straight
17003	182	ELB	Elbow
17050	183	CC	Contact Corrosion
17051	183	GC	General Corrosion
17052	183	IC	Internal Corrosion
17053	183	PT	Pitting
17054	183	EC	External Corrosion
17100	184	RD	Radiography
17101	184	UT	Ultra Sonic
17150	185	PG	Process Gas
17151	185	PV	Process Vapor
17250	186	1005	1005
17251	186	1010	1010
17252	186	1040	1040
17350	187	RP14	Reading 14
17351	187	RP19	Reading 19
17352	187	RP2	Reading 2
17353	187	RP1	Reading 1
17354	187	RP17	Reading 17
17355	187	RP16	Reading 16
17356	187	RP3	Reading 3
17357	187	RP6	Reading 6
17358	187	RP20	Reading 20
17359	187	RP9	Reading 9
17360	187	RP12	Reading 12
17361	187	RP18	Reading 18
17362	187	RP5	Reading 5
17363	187	RP13	Reading 13
17364	187	RP10	Reading 10
17365	187	RP4	Reading 4
17366	187	RP11	Reading 11
17367	187	RP7	Reading 7
17368	187	RP8	Reading 8
17369	187	RP15	Reading 15
17400	188	EQMOV	EQ Movement
17401	188	EQINUSE	EQ In Use
17402	188	EQUSE	EQ Not In Use
17403	142	2010 - Inspection	''
17404	142	2010 - Inspection	''
17405	142	2008 - Inspection	''
17406	142	2008 - Inspection	''
17407	142	2009 - Inspection	''
17408	142	2009 - Inspection	''
17409	142	2009 - CALM Buoy Inspection	''
17410	142	2009 - CALM Buoy Inspection	''
17411	142	CIPS	IMSA\Docs\TSRR\CIPS
17422	142	2011 - Inspection	''
17423	142	2011 - Inspection	''
17424	142	2005 - Inspection	''
17425	142	2005 - Inspection	''
17426	142	2006 - Test Dive + Inspection	''
17427	142	2006 - Test Dive + Inspection	''
17428	142	2006 - Inspection	''
17429	142	2006 - Inspection	''
17430	142	2006 - Pipeline Training	''
17431	142	2006 - Pipeline Training	''
17432	142	2006 - Structure Training	''
17433	142	2006 - Structure Training	''
17434	142	2007 - Inspection	''
17435	142	2007 - Inspection	''
17436	142	2007 - Training	''
17437	142	2007 - Training	''
17438	142	2004 - 24CEP, TPF1, TPF2	''
17439	142	2004 - 24CEP, TPF1, TPF2	''
17440	142	2004 - 24GEP and Structures	''
17441	142	2004 - 24GEP and Structures	''
17442	143	E	Routine Monitoring
17443	142	LFPATHG	Livelink Folder Path
17444	142	2011 IRM Campaign	''
17445	142	2011 IRM Campaign	''
17446	142	2012 Inspection	''
17447	142	2012 Inspection	''
17448	142	2013 Malampaya IRM	''
17449	142	2013 Malampaya IRM	''
17450	142	2013 Malampaya IRM Phase 2	''
17451	142	2013 Malampaya IRM Phase 2	''
17452	110	W/mK	W/mK
17453	142	XYZ Data	2000-2001 As-built Data
17454	140	DV	Deviation
17455	140	MOC	Management of Change
17456	142	2014 Malampaya IRM	''
17457	142	2014 Malampaya IRM	''
17750	190	CLSDCNF	CLSD CNF
17751	190	PCNF	PCNF
17752	190	CNF/EXEC	CNF/EXEC
17753	190	COMP	Completed
17754	190	CNF/TECO	CNF/TECO
17755	190	DSEX	DSEX
17756	190	CNF	CNF
17757	190	APPR	APPR
17758	140	EngA	Engineering Analysis Report
17759	142	2015 Malampaya IRM	''
17760	142	2015 Malampaya IRM	''
17761	142	2015 Malampaya MBES Wheeled ROV	''
17762	142	2015 Malampaya MBES Wheeled ROV	''
17763	110	m2	Meters Squared
17764	142	2016 Malampaya IRM	''
17765	142	2016 Malampaya IRM	''
