RF_ID	RF_DESC
2996	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 104)"
2997	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
2998	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
2999	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3000	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3001	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3002	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3003	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3004	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3005	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3006	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3007	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3008	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3009	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3010	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3011	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3012	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 105)"
3013	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 106)"
3014	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 106)"
3015	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 107)"
3016	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 107)"
3017	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 107)"
3018	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3019	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3020	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3021	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3022	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3023	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3024	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3025	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3026	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3027	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3028	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3029	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3030	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 108)"
3031	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 109)"
3032	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 109)"
3033	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 109)"
3034	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 109)"
3035	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Ad-hoc Work, (Event No. 109)"
3036	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 42)"
3037	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 42)"
3038	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 214)"
3039	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 695)"
3040	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 706)"
3041	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 728)"
3042	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 729)"
3043	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 732)"
3044	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 734)"
3045	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 737)"
3046	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 737)"
3047	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 737)"
3048	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 743)"
3049	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 752)"
3050	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 761)"
3051	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 764)"
3052	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 768)"
3053	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 770)"
3054	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 774)"
3055	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 774)"
3056	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 774)"
3057	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 776)"
3058	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 780)"
3059	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 781)"
3060	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 782)"
3061	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 783)"
3062	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 784)"
3063	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 786)"
3064	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 791)"
3065	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 792)"
3066	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 861)"
3067	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 871)"
3068	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 875)"
3069	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 896)"
3070	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 897)"
3071	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 899)"
3072	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 900)"
3073	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 908)"
3074	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 908)"
3075	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3076	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3077	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3078	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3079	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3080	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3081	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3082	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 917)"
3083	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 927)"
3084	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 927)"
3085	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 934)"
3086	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 953)"
3087	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 992)"
3088	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 992)"
3089	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 992)"
3090	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1011)"
3091	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1011)"
3092	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1015)"
3093	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1104)"
3094	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1104)"
3095	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1629)"
3096	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1629)"
3097	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1629)"
3098	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 1629)"
3099	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3100	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3101	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3102	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3103	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3104	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3105	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3106	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2059)"
3107	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2060)"
3108	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2060)"
3109	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 2134)"
3110	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 3044)"
3111	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 3044)"
3112	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 3044)"
3113	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 3045)"
3114	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 3046)"
3115	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4321)"
3116	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4340)"
3117	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4348)"
3118	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4354)"
3119	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4445)"
3120	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4446)"
3121	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4458)"
3122	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4460)"
3123	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4461)"
3124	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4471)"
3125	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4474)"
3126	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4477)"
3127	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4478)"
3128	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4487)"
3129	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4497)"
3130	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4529)"
3131	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4573)"
3132	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4623)"
3133	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4644)"
3134	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4645)"
3135	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4652)"
3136	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4657)"
3137	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4669)"
3138	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4691)"
3139	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4881)"
3140	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4898)"
3141	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 4956)"
3142	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 5205)"
3143	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anode, (Event No. 5243)"
3144	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 26)"
3145	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 65)"
3146	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 66)"
3147	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 67)"
3148	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 69)"
3149	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 79)"
3150	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 79)"
3151	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 80)"
3152	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 81)"
3153	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 82)"
3154	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 83)"
3155	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 83)"
3156	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 84)"
3157	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 85)"
3158	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 85)"
3159	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 96)"
3160	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 96)"
3161	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 97)"
3162	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 98)"
3163	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 98)"
3164	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 105)"
3165	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 105)"
3166	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 119)"
3167	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 119)"
3168	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 120)"
3169	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 120)"
3170	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 126)"
3171	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 126)"
3172	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 570)"
3173	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 574)"
3174	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 584)"
3175	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 587)"
3176	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 587)"
3177	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 592)"
3178	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 593)"
3179	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 598)"
3180	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 598)"
3181	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 602)"
3182	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 628)"
3183	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 632)"
3184	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 636)"
3185	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 638)"
3186	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 640)"
3187	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 642)"
3188	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 644)"
3189	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 645)"
3190	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 647)"
3191	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 649)"
3192	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 650)"
3193	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 708)"
3194	"Spex DN600 (24"") Gas Export Pipeline (GEP) from SSIV to 100m Water Depth Contour (GEP-3), Anomaly, (Event No. 708)"
